34199.000000,1,0,100,999000,1
34199.000000,1,0,100,999100,1
34199.000000,1,0,100,999200,1
34199.000000,1,0,100,999300,1
34199.000000,1,0,100,999400,1
34199.000000,1,0,100,999500,1
34199.000000,1,0,100,999600,1
34199.000000,1,0,100,999700,1
34199.000000,1,0,100,999800,1
34199.000000,1,0,100,999900,1
34199.000000,1,0,100,1000100,-1
34199.000000,1,0,100,1000200,-1
34199.000000,1,0,100,1000300,-1
34199.000000,1,0,100,1000400,-1
34199.000000,1,0,100,1000500,-1
34199.000000,1,0,100,1000600,-1
34199.000000,1,0,100,1000700,-1
34199.000000,1,0,100,1000800,-1
34199.000000,1,0,100,1000900,-1
34199.000000,1,0,100,1001000,-1
34200.000000,4,0,0,1000000,1
34203.787557,4,0,0,1000043,1
34220.996971,4,0,0,1000052,1
34226.994058,4,0,0,1000173,1
34232.712997,4,0,0,1000302,1
34233.876738,4,0,0,1000380,1
34251.759688,4,0,0,1000305,1
34251.789562,4,0,0,1000308,1
34253.183727,4,0,0,1000290,1
34255.911007,4,0,0,1000250,1
34263.135149,4,0,0,1000232,1
34264.187964,4,0,0,1000228,1
34273.689289,4,0,0,1000314,1
34293.279610,4,0,0,1000271,1
34294.134933,4,0,0,1000280,1
34298.483049,4,0,0,1000297,1
34298.526197,4,0,0,1000289,1
34300.862141,4,0,0,1000329,1
34301.078029,4,0,0,1000312,1
34316.080140,4,0,0,1000454,1
34318.818894,4,0,0,1000250,1
34333.041711,4,0,0,1000254,1
34340.418256,4,0,0,1000352,1
34350.035982,4,0,0,1000572,1
34350.944902,4,0,0,1000698,1
34351.317293,4,0,0,1000661,1
34355.706046,4,0,0,1000836,1
34356.585038,4,0,0,1000782,1
34362.903870,4,0,0,1000988,1
34365.413364,4,0,0,1001091,1
34369.001151,4,0,0,1001147,1
34382.259603,4,0,0,1001059,1
34385.784897,4,0,0,1000950,1
34386.332235,4,0,0,1001023,1
34387.155545,4,0,0,1001024,1
34390.921723,4,0,0,1001056,1
34394.474156,4,0,0,1000902,1
34399.326023,4,0,0,1000991,1
34401.779698,4,0,0,1001010,1
34406.795187,4,0,0,1001161,1
34409.212300,4,0,0,1001053,1
34413.886868,4,0,0,1001049,1
34420.858290,4,0,0,1000862,1
34421.800907,4,0,0,1000921,1
34424.051930,4,0,0,1000901,1
34427.389451,4,0,0,1000978,1
34432.936589,4,0,0,1000954,1
34434.335218,4,0,0,1000853,1
34438.202711,4,0,0,1000757,1
34442.890193,4,0,0,1000880,1
34453.686203,4,0,0,1000914,1
34455.840815,4,0,0,1000934,1
34460.691981,4,0,0,1001046,1
34461.707771,4,0,0,1001054,1
34464.999973,4,0,0,1000982,1
34465.962844,4,0,0,1001022,1
34477.940177,4,0,0,1000860,1
34480.642410,4,0,0,1000862,1
34489.117656,4,0,0,1000998,1
34491.694957,4,0,0,1000945,1
34502.929800,4,0,0,1000965,1
34505.410143,4,0,0,1000879,1
34507.332812,4,0,0,1000886,1
34511.390823,4,0,0,1000727,1
34520.316023,4,0,0,1000918,1
34529.748800,4,0,0,1000964,1
34534.077418,4,0,0,1000889,1
34534.500264,4,0,0,1000977,1
34538.847581,4,0,0,1001032,1
34540.193813,4,0,0,1001029,1
34546.498562,4,0,0,1001179,1
34557.255854,4,0,0,1001179,1
34560.712071,4,0,0,1001305,1
34565.134716,4,0,0,1001324,1
34565.456320,4,0,0,1001340,1
34569.168904,4,0,0,1001300,1
34569.830111,4,0,0,1001259,1
34574.387254,4,0,0,1001217,1
34576.547848,4,0,0,1001281,1
34583.526531,4,0,0,1001260,1
34583.764343,4,0,0,1001227,1
34584.320398,4,0,0,1001286,1
34589.827371,4,0,0,1001114,1
34593.282798,4,0,0,1000961,1
34597.335256,4,0,0,1000916,1
34606.207045,4,0,0,1000669,1
34609.404474,4,0,0,1000511,1
34617.346404,4,0,0,1000408,1
34620.758594,4,0,0,1000426,1
34633.251014,4,0,0,1000579,1
34638.506127,4,0,0,1000709,1
34639.275813,4,0,0,1000688,1
34641.443193,4,0,0,1000763,1
34651.042567,4,0,0,1000782,1
34653.103807,4,0,0,1000738,1
34654.105308,4,0,0,1000755,1
34657.163726,4,0,0,1000710,1
34659.548306,4,0,0,1000677,1
34664.159916,4,0,0,1000818,1
34666.903925,4,0,0,1000812,1
34668.349168,4,0,0,1000853,1
34670.891324,4,0,0,1000913,1
34673.487166,4,0,0,1000977,1
34684.610712,4,0,0,1000885,1
34703.219337,4,0,0,1000885,1
34707.889493,4,0,0,1000933,1
34708.304630,4,0,0,1000999,1
34714.616628,4,0,0,1000910,1
34720.043528,4,0,0,1001131,1
34728.402942,4,0,0,1001163,1
34730.443378,4,0,0,1001105,1
34730.733451,4,0,0,1001086,1
34735.256721,4,0,0,1000912,1
34735.889621,4,0,0,1000887,1
34742.701876,4,0,0,1001040,1
34750.263531,4,0,0,1001061,1
34752.774503,4,0,0,1001088,1
34766.535139,4,0,0,1000838,1
34767.447613,4,0,0,1000847,1
34781.106293,4,0,0,1001107,1
34784.100505,4,0,0,1001062,1
34790.982119,4,0,0,1001110,1
34797.662835,4,0,0,1001026,1
34816.660592,4,0,0,1001119,1
34833.975033,4,0,0,1001222,1
34834.170615,4,0,0,1001198,1
34834.247574,4,0,0,1001216,1
34837.993696,4,0,0,1001014,1
34838.158437,4,0,0,1000997,1
34843.279914,4,0,0,1000941,1
34846.939045,4,0,0,1001027,1
34852.188859,4,0,0,1001076,1
34854.971849,4,0,0,1001059,1
34856.492377,4,0,0,1001065,1
34870.780432,4,0,0,1000893,1
34877.008506,4,0,0,1000942,1
34877.038830,4,0,0,1000943,1
34877.538885,4,0,0,1000928,1
34882.313323,4,0,0,1000867,1
34883.937228,4,0,0,1000790,1
34886.440082,4,0,0,1000724,1
34893.710996,4,0,0,1000623,1
34895.800722,4,0,0,1000597,1
34908.234013,4,0,0,1000535,1
34914.326514,4,0,0,1000522,1
34918.163888,4,0,0,1000585,1
34919.118111,4,0,0,1000588,1
34921.636886,4,0,0,1000752,1
34928.516245,4,0,0,1000628,1
34950.925870,4,0,0,1000769,1
34951.291567,4,0,0,1000774,1
34951.983424,4,0,0,1000805,1
34958.423258,4,0,0,1000871,1
34967.000735,4,0,0,1000964,1
34967.445099,4,0,0,1000955,1
34975.898715,4,0,0,1000897,1
34983.284805,4,0,0,1000723,1
34988.855711,4,0,0,1000620,1
34990.841342,4,0,0,1000704,1
34993.651790,4,0,0,1000662,1
34995.832602,4,0,0,1000616,1
35004.606285,4,0,0,1000453,1
35006.508612,4,0,0,1000340,1
35008.370214,4,0,0,1000298,1
35021.457150,4,0,0,1000228,1
35033.529377,4,0,0,999955,1
35050.084003,4,0,0,999901,1
35057.961029,4,0,0,999707,1
35058.395660,4,0,0,999717,1
35058.851251,4,0,0,999739,1
35062.743943,4,0,0,999740,1
35072.013410,4,0,0,999810,1
35082.318479,4,0,0,999789,1
35087.160312,4,0,0,999796,1
35102.069774,4,0,0,999665,1
35102.857230,4,0,0,999686,1
35104.054574,4,0,0,999692,1
35105.986691,4,0,0,999693,1
35107.405379,4,0,0,999741,1
35109.194364,4,0,0,999739,1
35109.796971,4,0,0,999767,1
35112.046190,4,0,0,999689,1
35112.190672,4,0,0,999699,1
35115.879483,4,0,0,999802,1
35129.816035,4,0,0,999766,1
35132.631516,4,0,0,999628,1
35137.309099,4,0,0,999690,1
35141.832252,4,0,0,999656,1
35154.780020,4,0,0,999574,1
35161.119314,4,0,0,999532,1
35169.445818,4,0,0,999465,1
35171.402016,4,0,0,999432,1
35182.779202,4,0,0,999413,1
35183.758261,4,0,0,999397,1
35186.264026,4,0,0,999488,1
35192.656422,4,0,0,999735,1
35194.595427,4,0,0,999802,1
35204.981101,4,0,0,999773,1
35214.401566,4,0,0,999632,1
35215.264188,4,0,0,999643,1
35216.518145,4,0,0,999699,1
35216.775594,4,0,0,999670,1
35226.130138,4,0,0,999610,1
35228.110691,4,0,0,999680,1
35230.498937,4,0,0,999548,1
35232.005648,4,0,0,999554,1
35232.634257,4,0,0,999541,1
35235.552610,4,0,0,999425,1
35236.831306,4,0,0,999456,1
35240.789972,4,0,0,999325,1
35241.873148,4,0,0,999309,1
35245.296513,4,0,0,999315,1
35259.458689,4,0,0,999254,1
35261.681151,4,0,0,999344,1
35276.422136,4,0,0,999309,1
35276.703714,4,0,0,999302,1
35280.507905,4,0,0,999168,1
35284.885355,4,0,0,999115,1
35300.485834,4,0,0,999158,1
35312.879125,4,0,0,999401,1
35316.297785,4,0,0,999303,1
35323.109177,4,0,0,999213,1
35340.918323,4,0,0,998942,1
35347.293423,4,0,0,998714,1
35362.007014,4,0,0,999017,1
35375.367807,4,0,0,998973,1
35378.509847,4,0,0,999080,1
35383.665071,4,0,0,999139,1
35384.612790,4,0,0,999084,1
35387.358983,4,0,0,999103,1
35396.970811,4,0,0,998676,1
35401.086065,4,0,0,998729,1
35402.652689,4,0,0,998741,1
35403.278907,4,0,0,998731,1
35404.539761,4,0,0,998743,1
35405.178000,4,0,0,998754,1
35406.450850,4,0,0,998791,1
35408.763542,4,0,0,998879,1
35408.973125,4,0,0,998858,1
35417.694501,4,0,0,999249,1
35420.166699,4,0,0,999165,1
35424.171718,4,0,0,999051,1
35429.004153,4,0,0,999078,1
35429.685466,4,0,0,999040,1
35430.098118,4,0,0,998977,1
35430.911835,4,0,0,998981,1
35451.393561,4,0,0,998949,1
35451.921225,4,0,0,998939,1
35454.546960,4,0,0,998775,1
35464.489075,4,0,0,998673,1
35468.684638,4,0,0,998518,1
35468.769193,4,0,0,998503,1
35479.263918,4,0,0,998538,1
35481.581014,4,0,0,998492,1
35482.458615,4,0,0,998542,1
35484.424397,4,0,0,998567,1
35488.734844,4,0,0,998502,1
35488.918759,4,0,0,998492,1
35493.846385,4,0,0,998496,1
35498.348578,4,0,0,998659,1
35499.590420,4,0,0,998680,1
35502.244070,4,0,0,998686,1
35503.272104,4,0,0,998677,1
35503.375164,4,0,0,998670,1
35507.566638,4,0,0,998511,1
35510.384117,4,0,0,998517,1
35519.205697,4,0,0,998406,1
35520.266684,4,0,0,998398,1
35523.043332,4,0,0,998430,1
35528.306010,4,0,0,998431,1
35528.644346,4,0,0,998451,1
35530.742895,4,0,0,998506,1
35536.280420,4,0,0,998570,1
35537.624234,4,0,0,998586,1
35539.787285,4,0,0,998568,1
35543.904028,4,0,0,998404,1
35546.421542,4,0,0,998353,1
35556.429887,4,0,0,998535,1
35565.823855,4,0,0,998569,1
35574.406958,4,0,0,998458,1
35577.062719,4,0,0,998449,1
35578.070732,4,0,0,998399,1
35582.939154,4,0,0,998292,1
35585.610635,4,0,0,998307,1
35588.979719,4,0,0,998315,1
35594.012252,4,0,0,998136,1
35607.455699,4,0,0,998205,1
35615.350163,4,0,0,998100,1
35615.978711,4,0,0,998118,1
35627.355771,4,0,0,998155,1
35632.758660,4,0,0,998098,1
35634.598088,4,0,0,998042,1
35640.856577,4,0,0,997779,1
35643.936275,4,0,0,997778,1
35647.871792,4,0,0,997703,1
35651.926296,4,0,0,997728,1
35652.711519,4,0,0,997730,1
35654.859598,4,0,0,997733,1
35657.594861,4,0,0,997701,1
35657.879072,4,0,0,997764,1
35664.027995,4,0,0,997738,1
35665.919537,4,0,0,997739,1
35669.016463,4,0,0,997846,1
35683.153905,4,0,0,997875,1
35692.832035,4,0,0,998313,1
35694.356669,4,0,0,998386,1
35696.800581,4,0,0,998315,1
35700.848497,4,0,0,998195,1
35701.456727,4,0,0,998253,1
35709.059506,4,0,0,998343,1
35710.929420,4,0,0,998409,1
35711.516778,4,0,0,998515,1
35717.387884,4,0,0,998480,1
35720.845819,4,0,0,998495,1
35720.977146,4,0,0,998504,1
35724.931770,4,0,0,998373,1
35731.837956,4,0,0,998575,1
35731.988691,4,0,0,998583,1
35737.111606,4,0,0,998620,1
35738.487631,4,0,0,998557,1
35741.219012,4,0,0,998458,1
35741.577053,4,0,0,998422,1
35745.208780,4,0,0,998518,1
35758.564485,4,0,0,998482,1
35760.302389,4,0,0,998453,1
35760.616176,4,0,0,998454,1
35769.628220,4,0,0,998747,1
35783.723129,4,0,0,999098,1
35786.951763,4,0,0,999204,1
35798.383228,4,0,0,999299,1
